instance_index,feasible,candidates,feasible_candidates,pgm_failed_batch_points,pgm_failed_candidates,native_pgm_wrong_branch_points,native_pgm_wrong_branch_candidates,fixed_pv_fallback_points,fixed_pv_fallback_candidates,final_failed_batch_points,final_failed_candidates,best_candidate_index,best_feasible_candidate_index,best_all_candidate_index,cost_available,feasible_cost,all_cost,best_cost,generation_seconds,pgm_batch_seconds,pgm_prepare_seconds,pgm_power_flow_seconds,pgm_extract_seconds,fixed_pv_newton_seconds,constraint_evaluation_seconds,total_seconds,batch_points,pv_iterations,max_batch_pv_voltage_error_pu,maximum_violation,max_pf_residual_mva,violation_pg,violation_qg,violation_voltage,violation_angle,violation_thermal,violation_ramp
3798,1,20,20,14,1,2,1,16,1,0,0,8,8,8,1,1653126.0553512566,1653126.0553512566,1653126.0553512566,0.00894440000411123,2.8194578000111505,1.9575930000282824,0.32699679996585473,0.5348539999686182,1.9062808000016958,0.616724300023634,3.4451265000388958,6020,5,4.557254573711589e-11,1.990924462328771e-08,4.280099206212252e-11,0.0,0.0,1.990924462328771e-08,0.0,0.0,0.0
4848,1,20,20,32,3,15,2,47,3,0,0,11,11,11,1,1553720.229769951,1553720.229769951,1553720.229769951,0.00819920003414154,2.825312400003895,1.9615955000044778,0.31788070005131885,0.5458145000156946,1.9104159999988042,0.6188096000114456,3.4523212000494823,6020,5,2.6767477123712524e-11,1.9871342534412862e-08,4.7098130070762565e-11,0.0,0.0,1.9871342534412862e-08,0.0,0.0,0.0
1820,1,20,20,23,3,5,1,28,3,0,0,1,1,1,1,1630535.6394987518,1630535.6394987518,1630535.6394987518,0.007414699997752905,2.8533069000113755,1.9476512999972329,0.3462396999821067,0.5593910000170581,1.8966671000234783,0.6115141999907792,3.4722357999999076,6020,5,2.5760504840377507e-11,1.9906057358021184e-08,4.1491192282149795e-11,0.0,0.0,1.9906057358021184e-08,0.0,0.0,0.0
1466,1,20,20,24,7,4,2,28,7,0,0,4,4,4,1,1537245.1017323483,1537245.1017323483,1537245.1017323483,0.008470600005239248,2.8303901000181213,1.9695570999756455,0.31678270001430064,0.5440343000227585,1.9162630999926478,0.5832419999642298,3.4221026999875903,6020,5,2.3724577857819895e-11,1.9874321632862274e-08,1.1380962537650863e-10,0.0,0.0,1.9874321632862274e-08,0.0,0.0,0.0
2456,1,20,20,0,0,0,0,0,0,0,0,4,4,4,1,1596190.2718763577,1596190.2718763577,1596190.2718763577,0.008490399981383234,2.782835000019986,1.9503114999970421,0.2817079999949783,0.5507617999683134,1.9016549999942072,0.5889084999798797,3.380233899981249,6020,5,2.5991542251802002e-11,1.991011614836204e-08,4.1255000416093604e-11,0.0,0.0,1.991011614836204e-08,0.0,0.0,0.0
1051,1,20,20,13,2,1,1,14,2,0,0,9,9,9,1,1658065.4237159567,1658065.4237159567,1658065.4237159567,0.010800599993672222,2.818180600006599,1.9588017000351101,0.32099290000041947,0.5383630999713205,1.9108619000180624,0.6177097000181675,3.4466909000184387,6020,5,3.0713875887045106e-11,1.991015223061034e-08,4.1383132711704534e-11,0.0,0.0,1.991015223061034e-08,0.0,0.0,0.0
1956,1,20,20,10,2,3,1,13,2,0,0,10,10,10,1,1621956.312284288,1621956.312284288,1621956.312284288,0.010728999972343445,2.809615899983328,1.9546740999794565,0.31139589997474104,0.5435221000225283,1.9023784999735653,0.5903394000488333,3.4106843000045046,6020,5,2.4372059925781286e-11,1.989812111376682e-08,4.72936061820579e-11,0.0,0.0,1.989812111376682e-08,0.0,0.0,0.0
1449,1,20,19,24,1,44,2,68,2,0,0,2,2,1,1,1623292.774577522,1623292.774577522,1623292.774577522,0.008565000025555491,2.8301180999842472,1.9583635000162758,0.31102959997951984,0.5607113000005484,1.9062851999769919,0.5791678000241518,3.4178509000339545,6020,5,2.834110723881622e-11,1.9073486323684108e-07,4.7120453250593104e-11,0.0,0.0,1.992629487338839e-08,0.0,0.0,1.9073486323684108e-07
246,1,20,20,38,4,5,2,43,4,0,0,3,3,3,1,1628158.0040171177,1628158.0040171177,1628158.0040171177,0.008522999996785074,2.84703800000716,1.9519669000292197,0.3388961000018753,0.5561602999805473,1.8996894999872893,0.6017185000237077,3.457279500027653,6020,5,2.740008220314394e-11,1.9915032585989424e-08,4.1374020353548034e-11,0.0,0.0,1.9915032585989424e-08,0.0,0.0,0.0
2951,1,20,20,9,2,1,1,10,2,0,0,8,8,8,1,1625189.1946145673,1625189.1946145673,1625189.1946145673,0.015038000012282282,2.8311247000237927,1.9757779000210576,0.32465660001616925,0.5306477000121959,1.926021600025706,0.5994440999929793,3.4456068000290543,6020,5,4.816858023559689e-11,1.9928100836175117e-08,4.7347264148949e-11,0.0,0.0,1.9928100836175117e-08,0.0,0.0,0.0
2685,1,20,20,1,1,1,1,2,2,0,0,16,16,16,1,1672593.8189704786,1672593.8189704786,1672593.8189704786,0.009238799975719303,2.841651799972169,1.9885949000017717,0.31307489995379,0.539959599962458,1.9376391000114381,0.6077389000565745,3.458629500004463,6020,5,3.4516722813293654e-11,1.9957673476807714e-08,3.180033954186809e-11,0.0,0.0,1.9957673476807714e-08,0.0,0.0,0.0
4119,1,20,19,4,2,1,1,5,2,0,0,3,3,3,1,1556668.7861939264,1556668.7861939264,1556668.7861939264,0.010210499982349575,2.808214099961333,1.9628146999748424,0.30719660001341254,0.5381785999634303,1.9130609999992885,0.5793332000030205,3.397757799946703,6020,5,3.590749919624159e-11,1.9870768919183474e-08,4.153094431698041e-11,0.0,0.0,1.9870768919183474e-08,0.0,0.0,0.0
1966,1,20,20,16,7,4,1,20,7,0,0,17,17,17,1,1618511.78231939,1618511.78231939,1618511.78231939,0.010377600032370538,2.923290599952452,1.989232899970375,0.34320170001592487,0.5908405999653041,1.9402942000306211,0.5974501000600867,3.531118300044909,6020,5,3.067779363874479e-11,1.988114302816274e-08,5.999374118472458e-11,0.0,0.0,1.988114302816274e-08,0.0,0.0,0.0
1554,1,20,20,0,0,0,0,0,0,0,0,11,11,11,1,1408470.9362037487,1408470.9362037487,1408470.9362037487,0.008534399967174977,2.768930400023237,1.9603817000170238,0.27292399998987094,0.5355714000179432,1.912151399999857,0.5864578999462537,3.3639226999366656,6020,5,1.7466472712612813e-11,1.9879557259609233e-08,4.741606754864773e-11,0.0,0.0,1.9879557259609233e-08,0.0,0.0,0.0
